id,addressline1,city,state,zipcode,latitude,longitude
"13500-Paddington-Cir,-Austin,-TX-78729",13500 Paddington Cir,Austin,TX,78729,30.470164,-97.779378
"3424-Norris-Ave,-Sacramento,-CA-95821",3424 Norris Ave,Sacramento,CA,95821,38.627646,-121.368751
"112-Parish-Dr,-Lehigh-Acres,-FL-33974",112 Parish Dr,Lehigh Acres,FL,33974,26.561482,-81.658188
"811-Cavaison-Ave,-Las-Vegas,-NV-89123",811 Cavaison Ave,Las Vegas,NV,89123,36.017014,-115.144882
"4112-Scoville-Ave,-Berwyn,-IL-60402",4112 Scoville Ave,Berwyn,IL,60402,41.817615,-87.786263
"1912-Lombard-St,-Garland,-TX-75043",1912 Lombard St,Garland,TX,75043,32.861215,-96.57748
"7013-W-Missouri-Ave,-Glendale,-AZ-85303",7013 W Missouri Ave,Glendale,AZ,85303,33.516162,-112.210347
"PO-Box-2004,-Greeneville,-TN-37744",PO Box 2004,Greeneville,TN,37744,36.1628,-82.8336
"821-Truman-St,-Arlington,-TX-76011",821 Truman St,Arlington,TX,76011,32.747862,-97.099976
"334-Mesquite-Ln,-Unit-A,-Mercedes,-TX-78570",334 Mesquite Ln,Mercedes,TX,78570,26.149009,-97.948166
"5707-Fulton-Cir,-Norcross,-GA-30093",5707 Fulton Cir,Norcross,GA,30093,33.897931,-84.181301
"2532-E-Laurel-St,-Mesa,-AZ-85213",2532 E Laurel St,Mesa,AZ,85213,33.458489,-111.776184
"9128-Argentine-Pass-Trl,-Colorado-Springs,-CO-80924",9128 Argentine Pass Trl,Colorado Springs,CO,80924,38.963775,-104.731888
"2489-Larose-Ave,-Memphis,-TN-38114",2489 Larose Ave,Memphis,TN,38114,35.097736,-89.979964
"7723-Duncannon-Ln,-Hanover,-MD-21076",7723 Duncannon Ln,Hanover,MD,21076,39.133748,-76.748741
"2013-W-Race-Ave,-Chicago,-IL-60612",2013 W Race Ave,Chicago,IL,60612,41.891331,-87.677529
"1151-S-Ramona-St,-San-Gabriel,-CA-91776",1151 S Ramona St,San Gabriel,CA,91776,34.086059,-118.108078
"461-W-Santa-Ana-Ave,-Apt-1,-Clovis,-CA-93612",461 W Santa Ana Ave,Clovis,CA,93612,36.805046,-119.719536
"3560-E-Douglas-Ave,-Apt-A2,-Des-Moines,-IA-50317",3560 E Douglas Ave,Des Moines,IA,50317,41.63164,-93.546377
"54-W-119th-St,-Chicago,-IL-60628",54 W 119th St,Chicago,IL,60628,41.67827,-87.624778
"1211-Cornelia-St,-Pomona,-CA-91768",1211 Cornelia St,Pomona,CA,91768,34.065164,-117.797006
"1445-Ottawa-Ct,-Toms-River,-NJ-08753",1445 Ottawa Ct,Toms River,NJ,08753,39.990843,-74.170707
"2405-S-Ardson-Pl,-Unit-403,-Tampa,-FL-33629",2405 S Ardson Pl,Tampa,FL,33629,27.924755,-82.484981
"11147-Palomino-Blf,-San-Antonio,-TX-78245",11147 Palomino Blf,San Antonio,TX,78245,29.388863,-98.709905
"193-Carleton-St,-Providence,-RI-02908",193 Carleton St,Providence,RI,02908,41.826437,-71.447094
"115-E-86th-St,---22,-New-York,-NY-10028",115 E 86th St,New York,NY,10028,40.780051,-73.95616
"45-Broadway,-Jersey-City,-NJ-07306",45 Broadway,Jersey City,NJ,07306,40.735172,-74.069607
"2166-Santa-Cruz-Ave,-Santa-Clara,-CA-95051",2166 Santa Cruz Ave,Santa Clara,CA,95051,37.361027,-121.982115
"6812-N-32nd-Dr,-Phoenix,-AZ-85017",6812 N 32nd Dr,Phoenix,AZ,85017,33.537042,-112.129326
"17622-N-Bobwhite-Dr,-Sun-City-West,-AZ-85375",17622 N Bobwhite Dr,Sun City West,AZ,85375,33.646637,-112.351433
"255-Bimini-Way,-Pointblank,-TX-77364",255 Bimini Way,Pointblank,TX,77364,30.80033,-95.176675
"811-E-43rd-St,-Erie,-PA-16504",811 E 43rd St,Erie,PA,16504,42.103711,-80.045695
"3233-204th-St,-Bayside,-NY-11361",3233 204th St,Bayside,NY,11361,40.769911,-73.785058
"4035-Chetham-Way,-Woodbridge,-VA-22192",4035 Chetham Way,Woodbridge,VA,22192,38.68106,-77.329042
"7345-School-House-Ln,-Roseville,-CA-95747",7345 School House Ln,Roseville,CA,95747,38.790166,-121.356308
"6-Appleby-Rd,-Wellesley,-MA-02482",6 Appleby Rd,Wellesley,MA,02482,42.291044,-71.294661
"11478-Mendenhall-Ct,-Lovejoy,-GA-30250",11478 Mendenhall Ct,Lovejoy,GA,30250,33.435702,-84.321061
"3270-Crestview-Dr,-Cumming,-GA-30041",3270 Crestview Dr,Cumming,GA,30041,34.181026,-84.078028
"400-N-Main-Street-400-N-Main-St,-Tea,-SD-57064",400 N Main Street 400 N Main St,Tea,SD,57064,43.449262,-96.836231
"PO-Box-1030,-Chester,-PA-19016",PO Box 1030,Chester,PA,19016,39.8608,-75.3561
"604-Broadway-St,-Birmingham,-AL-35209",604 Broadway St,Birmingham,AL,35209,33.46443,-86.811961
"2791-Baker-Lake-Rd,-Newport,-WA-99156",2791 Baker Lake Rd,Newport,WA,99156,48.208672,-117.253492
"2001-Wheeler-St-N,-Saint-Paul,-MN-55113",2001 Wheeler St N,Saint Paul,MN,55113,45.001438,-93.174756
"2545-Rail-Spur,-Odessa,-FL-33556",2545 Rail Spur,Odessa,FL,33556,28.195484,-82.59803
"90-Pleasant-Dr,-Feeding-Hills,-MA-01030",90 Pleasant Dr,Feeding Hills,MA,01030,42.080104,-72.673721
"23-Brookwood-Dr,-Salem,-NH-03079",23 Brookwood Dr,Salem,NH,03079,42.778591,-71.225958
"4257-Pamela-Dr,-Columbia,-TN-38401",4257 Pamela Dr,Columbia,TN,38401,35.521005,-87.098559
"1970-E-Julian-St,-San-Luis,-AZ-85336",1970 E Julian St,San Luis,AZ,85336,32.483214,-114.755132
"1250-E-82nd-St,-Cleveland,-OH-44103",1250 E 82nd St,Cleveland,OH,44103,41.521145,-81.630928
"21-Parkview-Ct,-White-Plains,-NY-10603",21 Parkview Ct,White Plains,NY,10603,41.039519,-73.769789
"506-Greystoke-Ln,-Knoxville,-TN-37912",506 Greystoke Ln,Knoxville,TN,37912,36.030772,-83.979768
"120-Palo-Verde-Circle-Rock-Vw,-Unit-Bell,-Sedona,-AZ-86351",120 Palo Verde Circle Rock Vw,Sedona,AZ,86351,34.775902,-111.761101
"1141-Castlerock-Rd,-Argyle,-TX-76226",1141 Castlerock Rd,Argyle,TX,76226,33.092688,-97.22327
"7275-W-Soft-Wind-Dr,-Peoria,-AZ-85383",7275 W Soft Wind Dr,Peoria,AZ,85383,33.701333,-112.21523
"710-Throop-St,-Dunmore,-PA-18512",710 Throop St,Dunmore,PA,18512,41.420432,-75.617347
"6337-Village-Center-Dr,-Bealeton,-VA-22712",6337 Village Center Dr,Bealeton,VA,22712,38.581127,-77.762485
"20-Edgewood-Ter,-Methuen,-MA-01844",20 Edgewood Ter,Methuen,MA,01844,42.72074,-71.200731
"3111-N-Caden-Ct,-Ste-205,-Flagstaff,-AZ-86004",3111 N Caden Ct,Flagstaff,AZ,86004,35.211601,-111.598261
"5734-S-Huron-St,-Littleton,-CO-80120",5734 S Huron St,Littleton,CO,80120,39.612539,-104.996983
"333-E-Main-St,-Ste-206,-Clayton,-NC-27520",333 E Main St,Clayton,NC,27520,35.650566,-78.456878
"5809-Lehman-Way,-Austin,-TX-78747",5809 Lehman Way,Austin,TX,78747,30.132231,-97.772653
"318-Towler-St,-Apt-1,-Monroe,-GA-30655",318 Towler St,Monroe,GA,30655,33.780667,-83.70118
"1981-Santa-Rosa-Ct,-Santa-Clara,-CA-95051",1981 Santa Rosa Ct,Santa Clara,CA,95051,37.358905,-121.992256
"20113-Stamat-Dr,-Land-O-Lakes,-FL-34638",20113 Stamat Dr,Land O Lakes,FL,34638,28.220846,-82.482907
"12819-127th-Ave,-Largo,-FL-33774",12819 127th Ave,Largo,FL,33774,27.888462,-82.81721
"1265-Cunningham-Dr,-Apt-205,-Calumet-City,-IL-60409",1265 Cunningham Dr,Calumet City,IL,60409,41.599202,-87.551012
"150-Lafayette-St,-York,-PA-17401",150 Lafayette St,York,PA,17401,39.954742,-76.727744
"947-E-Shadowlawn-Ave,-Tampa,-FL-33603",947 E Shadowlawn Ave,Tampa,FL,33603,27.993527,-82.44721
"102-Highland-Ave,-Ogunquit,-ME-03907",102 Highland Ave,Ogunquit,ME,03907,43.249151,-70.605452
"33-Palm-Ln,-Westbury,-NY-11590",33 Palm Ln,Westbury,NY,11590,40.740866,-73.558583
"5201-Ocean-Beach-Blvd,-Apt-11,-Cocoa-Beach,-FL-32931",5201 Ocean Beach Blvd,Cocoa Beach,FL,32931,28.365831,-80.605056
"2518-W-Walnut-St,-Tampa,-FL-33607",2518 W Walnut St,Tampa,FL,33607,27.959891,-82.485747
"401A-Airport-Way,-Seven-Bays,-WA-99122",401A Airport Way,Seven Bays,WA,99122,47.851942,-118.3299
"12756-Wyoming-St,-Detroit,-MI-48238",12756 Wyoming St,Detroit,MI,48238,42.382966,-83.158579
"1726-Fairway-Dr,-Auburn,-AL-36830",1726 Fairway Dr,Auburn,AL,36830,32.572246,-85.447898
"2607-Spartan-Rd,-Olney,-MD-20832",2607 Spartan Rd,Olney,MD,20832,39.158068,-77.050315
"2-Pointe-South-Trce,-Bluffton,-SC-29910",2 Pointe South Trce,Bluffton,SC,29910,32.231611,-80.811507
"7308-Ditmars-Blvd,-East-Elmhurst,-NY-11370",7308 Ditmars Blvd,East Elmhurst,NY,11370,40.768018,-73.89581
"2406-Stone-Rd,-Apt-9,-Atlanta,-GA-30344",2406 Stone Rd,Atlanta,GA,30344,33.665965,-84.46688
"1500-Capitol-Dr,-Apt-9,-Green-Bay,-WI-54303",1500 Capitol Dr,Green Bay,WI,54303,44.524609,-88.059646
"1808-Bent-Oak-Ct,-Apopka,-FL-32712",1808 Bent Oak Ct,Apopka,FL,32712,28.68413,-81.475577
"3326-Navasota-Cir,-San-Antonio,-TX-78259",3326 Navasota Cir,San Antonio,TX,78259,29.64966,-98.430574
"17-Howard-Pl,-Nutley,-NJ-07110",17 Howard Pl,Nutley,NJ,07110,40.818928,-74.169704
"17-Kready-Ave,-Millersville,-PA-17551",17 Kready Ave,Millersville,PA,17551,40.006614,-76.356629
"3690-Sunrise-Ln,-Duluth,-GA-30096",3690 Sunrise Ln,Duluth,GA,30096,33.996438,-84.157853
"9944-W-Trestlewood-St,-Boise,-ID-83709",9944 W Trestlewood St,Boise,ID,83709,43.53904,-116.306046
"3423-Ne-Madison-Ave,-Peoria,-IL-61603",3423 Ne Madison Ave,Peoria,IL,61603,40.720371,-89.558907
"151-E-Mclane-Dr,-Shelton,-WA-98584",151 E Mclane Dr,Shelton,WA,98584,47.217576,-122.979586
"2042-Meyer-Pl,-Apt-C,-Costa-Mesa,-CA-92627",2042 Meyer Pl,Costa Mesa,CA,92627,33.64846,-117.924382
"2508-Chace-Lake-Pkwy,-Birmingham,-AL-35244",2508 Chace Lake Pkwy,Birmingham,AL,35244,33.369763,-86.808985
"35025-Armour-Way,-Fremont,-CA-94555",35025 Armour Way,Fremont,CA,94555,37.572832,-122.032526
"192-Hill-St,-Mammoth-Lakes,-CA-93546",192 Hill St,Mammoth Lakes,CA,93546,37.62945,-118.986359
"10200-Flat-Creek-Trl,-Mckinney,-TX-75072",10200 Flat Creek Trl,Mckinney,TX,75072,33.190762,-96.754982
"514-Jackson-Ave,-Grand-Haven,-MI-49417",514 Jackson Ave,Grand Haven,MI,49417,43.066259,-86.223447
"849-Heritage-Vlg,-Unit-A,-Southbury,-CT-06488",849 Heritage Vlg,Southbury,CT,06488,41.487258,-73.243065
"14904-Grand-Summit-Blvd,-Apt-101,-Grandview,-MO-64030",14904 Grand Summit Blvd,Grandview,MO,64030,38.853042,-94.51505
"17242-Sw-Kite-Ln,-Beaverton,-OR-97007",17242 Sw Kite Ln,Beaverton,OR,97007,45.43033,-122.854744
"PO-Box-E,-Mayfield,-KY-42066",PO Box E,Mayfield,KY,42066,36.739156,-88.631354
"7153-Millbury-Ct,-Elkridge,-MD-21075",7153 Millbury Ct,Elkridge,MD,21075,39.224757,-76.761209
"3720-Rafferty-Cir,-Corona,-CA-92882",3720 Rafferty Cir,Corona,CA,92882,33.834328,-117.582912
"10401-Butte-Dr,-Longmont,-CO-80504",10401 Butte Dr,Longmont,CO,80504,40.15407,-104.988408
"1812-Nautilus-Dr,-Toms-River,-NJ-08753",1812 Nautilus Dr,Toms River,NJ,08753,39.993792,-74.148871
"7901-Canterbury-Ter,-Mckinney,-TX-75072",7901 Canterbury Ter,Mckinney,TX,75072,33.182499,-96.719176
"40-Taggart-St,-Manchester,-NH-03102",40 Taggart St,Manchester,NH,03102,43.004322,-71.480555
"1149-King-Ave,-Wilmington,-CA-90744",1149 King Ave,Wilmington,CA,90744,33.785668,-118.276356
"10627-Clubhouse-Dr,-Kansas-City,-KS-66109",10627 Clubhouse Dr,Kansas City,KS,66109,39.165345,-94.825541
"Harmony-Dr-NW,-Rio-Rancho,-NM-87144",Harmony Dr NW,Rio Rancho,NM,87144,35.346584,-106.836397
"4226-Irish-Hills-Dr,-Apt-2A,-South-Bend,-IN-46614",4226 Irish Hills Dr,South Bend,IN,46614,41.632993,-86.209855
"500-Woodcrest-Ave,-Salisbury,-MD-21804",500 Woodcrest Ave,Salisbury,MD,21804,38.377489,-75.543915
"1819-Wren-St,-Murfreesboro,-TN-37130",1819 Wren St,Murfreesboro,TN,37130,35.833868,-86.361487
"240-Markwood-Dr,-Sterling,-VA-20165",240 Markwood Dr,Sterling,VA,20165,39.042992,-77.409433
"6318-W-77th-St,-Los-Angeles,-CA-90045",6318 W 77th St,Los Angeles,CA,90045,33.971652,-118.396762
"607-Stone-Meadow-Ct,-La-Vergne,-TN-37086",607 Stone Meadow Ct,La Vergne,TN,37086,36.021334,-86.538535
"959-Arbor-St,-Costa-Mesa,-CA-92627",959 Arbor St,Costa Mesa,CA,92627,33.643859,-117.938891
"1297-S-Greer-St,-Memphis,-TN-38111",1297 S Greer St,Memphis,TN,38111,35.096459,-89.955508
"42203-Jasper-Ln,-Ponchatoula,-LA-70454",42203 Jasper Ln,Ponchatoula,LA,70454,30.466703,-90.282111
"706-Whitmore-Ave,-Baltimore,-MD-21216",706 Whitmore Ave,Baltimore,MD,21216,39.295702,-76.658209
"357-Main-St,-Piru,-CA-93040",357 Main St,Piru,CA,93040,34.410591,-118.796009
"1844-Kristen-Mill-Ct,-Marietta,-GA-30062",1844 Kristen Mill Ct,Marietta,GA,30062,34.004355,-84.498051
"704-Ne-4th-Ave,-Aledo,-IL-61231",704 Ne 4th Ave,Aledo,IL,61231,41.207626,-90.745228
"20028-Palm-Island-Dr,-Boca-Raton,-FL-33498",20028 Palm Island Dr,Boca Raton,FL,33498,26.377567,-80.213554
"514-N-Sinclair-Ave,-Weslaco,-TX-78596",514 N Sinclair Ave,Weslaco,TX,78596,26.167146,-97.984163
"3304-Stonehaven-Ct,-Kilgore,-TX-75662",3304 Stonehaven Ct,Kilgore,TX,75662,32.377654,-94.839812
"4021-Mcginnis-Ferry-Rd,---A07-0734,-Suwanee,-GA-30024",4021 Mcginnis Ferry Rd,Suwanee,GA,30024,34.047981,-84.083588
"437-Nw-2nd-Ave,-Pompano-Beach,-FL-33060",437 Nw 2nd Ave,Pompano Beach,FL,33060,26.23576,-80.126084
"7544-Woodstream-Ct,-Rancho-Cucamonga,-CA-91739",7544 Woodstream Ct,Rancho Cucamonga,CA,91739,34.116304,-117.516383
"15380-6700-Rd,-Montrose,-CO-81401",15380 6700 Rd,Montrose,CO,81401,38.46877,-107.838351
"7443-Citrus-Blossom-Dr,-Land-O-Lakes,-FL-34637",7443 Citrus Blossom Dr,Land O Lakes,FL,34637,28.266166,-82.465078
"1-Sugar-Loaf-Ct,-Unit-3,-Vernon,-NJ-07462",1 Sugar Loaf Ct,Vernon,NJ,07462,41.18657,-74.513412
"13603-San-Martin-Ln,-Houston,-TX-77083",13603 San Martin Ln,Houston,TX,77083,29.695311,-95.623999
"105-Mid-Hill-Rd,-Greentown,-PA-18426",105 Mid Hill Rd,Greentown,PA,18426,41.368362,-75.28125
"1438-Elkwood-Dr,-Missouri-City,-TX-77489",1438 Elkwood Dr,Missouri City,TX,77489,29.608007,-95.524531
"8022-Miami-St,-Omaha,-NE-68134",8022 Miami St,Omaha,NE,68134,41.283661,-96.038576
"10537-State-Hwy,-D,-Oak-Ridge,-MO-63769",10537 State Hwy,Oak Ridge,MO,63769,37.500401,-89.730408
"111-N-2nd-St,-Unit-311,-Alhambra,-CA-91801",111 N 2nd St,Alhambra,CA,91801,34.095538,-118.130335
"1115-Mcgowan-Blvd,-Marion,-IA-52302",1115 Mcgowan Blvd,Marion,IA,52302,42.042768,-91.597878
"1010-Briarwood-Dr,-Dallas,-NC-28034",1010 Briarwood Dr,Dallas,NC,28034,35.302462,-81.17188
"11248-Fiesole-St,-Las-Vegas,-NV-89141",11248 Fiesole St,Las Vegas,NV,89141,35.984702,-115.196181
"5657-New-Independence-Pkwy,-Winter-Garden,-FL-34787",5657 New Independence Pkwy,Winter Garden,FL,34787,28.468789,-81.611146
"1908-Main-St,-Billings,-MT-59105",1908 Main St,Billings,MT,59105,45.833338,-108.473159
"1-Claudette-Cir,-Orange-Beach,-AL-36561",1 Claudette Cir,Orange Beach,AL,36561,30.298562,-87.612297
"1109-Plymouth-Ave,-San-Francisco,-CA-94112",1109 Plymouth Ave,San Francisco,CA,94112,37.722166,-122.456344
"20455-Lorain-Rd,-Ste-203,-Cleveland,-OH-44126",20455 Lorain Rd,Cleveland,OH,44126,41.447657,-81.845932
"2004-Haviland-Dr,-Henrico,-VA-23229",2004 Haviland Dr,Henrico,VA,23229,37.620035,-77.564661
"1831-Center-St,-New-Albany,-IN-47150",1831 Center St,New Albany,IN,47150,38.293518,-85.803038
"1709-Chester-Dr,-Plano,-TX-75025",1709 Chester Dr,Plano,TX,75025,33.074825,-96.72571
"890-Beaver-Grade-Rd,-Ste-5,-Coraopolis,-PA-15108",890 Beaver Grade Rd,Coraopolis,PA,15108,40.513244,-80.216311
"12180-Locust-St,-Brighton,-CO-80602",12180 Locust St,Brighton,CO,80602,39.917111,-104.912661
"1449-Il-Rte,-140,-Smithboro,-IL-62284",1449 Il Rte,Smithboro,IL,62284,38.902807,-89.35952
"2219-Dover-Pl,-High-Point,-NC-27265",2219 Dover Pl,High Point,NC,27265,36.000097,-79.998048
"2910-Erin-Dr,-Sacramento,-CA-95833",2910 Erin Dr,Sacramento,CA,95833,38.617764,-121.486584
"605-Joye-St,-Andover,-KS-67002",605 Joye St,Andover,KS,67002,37.696239,-97.137677
"11270-Cymbal-Ct,-Duluth,-GA-30097",11270 Cymbal Ct,Duluth,GA,30097,34.05597,-84.151461
"Rigby-Loop,-Lot-21,-Rapid-City,-SD-57703",Rigby Loop,Rapid City,SD,57703,44.047293624,-103.128691
"1168-Miss-Kimberlys-Ln,-Pflugerville,-TX-78660",1168 Miss Kimberlys Ln,Pflugerville,TX,78660,30.446463,-97.654756
"1020-Bella-Vista-Blvd,-Saint-Augustine,-FL-32084",1020 Bella Vista Blvd,Saint Augustine,FL,32084,29.922944,-81.322285
"1316-Thomas-Rd,-Decatur,-GA-30030",1316 Thomas Rd,Decatur,GA,30030,33.755555,-84.276661
"4100-Hutchinson-River-Pkwy-E,-Apt-23D,-Bronx,-NY-10475",4100 Hutchinson River Pkwy E,Bronx,NY,10475,40.863147,-73.82535
"1299-Antelope-Creek-Dr,-Apt-149,-Roseville,-CA-95678",1299 Antelope Creek Dr,Roseville,CA,95678,38.771702,-121.253853
"7316-27th-Ave-NW,-Seattle,-WA-98117",7316 27th Ave NW,Seattle,WA,98117,47.681886,-122.390441
"1302-S-Montesano-St,-Westport,-WA-98595",1302 S Montesano St,Westport,WA,98595,46.874355,-124.103973
"21140-Cass-Ave,-Apt-4,-Clinton-Township,-MI-48036",21140 Cass Ave,Clinton Township,MI,48036,42.599759,-82.904547
"294-Hermitage-St,-Philadelphia,-PA-19127",294 Hermitage St,Philadelphia,PA,19127,40.033549,-75.226199
"686-Greenbriar-Cir,-North-Vernon,-IN-47265",686 Greenbriar Cir,North Vernon,IN,47265,39.037608,-85.693413
"PO-Box-4801,-Corpus-Christi,-TX-78469",PO Box 4801,Corpus Christi,TX,78469,27.7984,-97.4264
"1771-Grant-Ave,-Apt-16,-Novato,-CA-94945",1771 Grant Ave,Novato,CA,94945,38.108894,-122.580852
"2191-Hill-Way,-Medford,-OR-97504",2191 Hill Way,Medford,OR,97504,42.340328,-122.852072
"1501-E-Fort-Ave-Apt-A,-Baltimore,-MD-21230",1501 E Fort Ave Apt A,Baltimore,MD,21230,39.268859,-76.593712
"5078-Hoss-Cir,-Hemet,-CA-92545",5078 Hoss Cir,Hemet,CA,92545,33.716606,-117.025578
"W55N234-Woodmere-Ct,-Apt-2,-Cedarburg,-WI-53012",W55N234 Woodmere Ct,Cedarburg,WI,53012,43.284406,-87.978541
"6719-Quantum-Dr,-Sparks,-NV-89436",6719 Quantum Dr,Sparks,NV,89436,39.613537,-119.669441
"2733-E-Majestic-Eagle,-Gilbert,-AZ-85297",2733 E Majestic Eagle,Gilbert,AZ,85297,33.265037,-111.730514
"22152-County-Rd,-250,-Live-Oak,-FL-32060",22152 County Rd,Live Oak,FL,32060,30.241827,-83.209679
"6563-Maurice-Ave,-Woodside,-NY-11377",6563 Maurice Ave,Woodside,NY,11377,40.735352,-73.899347
"22435-W-Curtice-E-And-W-Rd,-Curtice,-OH-43412",22435 W Curtice E And W Rd,Curtice,OH,43412,41.618265,-83.365962
"3811-Canterbury-Rd,-Apt-303,-Baltimore,-MD-21218",3811 Canterbury Rd,Baltimore,MD,21218,39.335307,-76.620378
"26530-Reed-Ct,-Mechanicsville,-MD-20659",26530 Reed Ct,Mechanicsville,MD,20659,38.396402,-76.646608
"2375-Bancroft-St,-Columbus,-OH-43211",2375 Bancroft St,Columbus,OH,43211,40.015962,-82.96365
"7396-Regency-Square-Ct,-Houston,-TX-77036",7396 Regency Square Ct,Houston,TX,77036,29.715532,-95.511492
"5370-Goodman-Rd,-Lot-26,-Horn-Lake,-MS-38637",5370 Goodman Rd,Horn Lake,MS,38637,34.962501,-90.08495
"204-Sumpter-St,-Apt-5,-Brooklyn,-NY-11233",204 Sumpter St,Brooklyn,NY,11233,40.680139,-73.916378
"354-Rathburn-Rd,-Fulton,-NY-13069",354 Rathburn Rd,Fulton,NY,13069,43.343088,-76.508976
"8335-Fairmount-Dr,-Unit-7-204,-Denver,-CO-80247",8335 Fairmount Dr,Denver,CO,80247,39.707758,-104.891191
"715-Daniel-Webster-Hwy,---A,-Merrimack,-NH-03054",715 Daniel Webster Hwy,Merrimack,NH,03054,42.899193,-71.461963
"221-W-Woodland-Ave,-Fort-Wayne,-IN-46807",221 W Woodland Ave,Fort Wayne,IN,46807,41.061015,-85.139989
"25509-Oak-Medley-Ter,-Aldie,-VA-20105",25509 Oak Medley Ter,Aldie,VA,20105,38.912168,-77.546992
"621-N-9th-Plz,-Panama-City,-FL-32404",621 N 9th Plz,Panama City,FL,32404,30.135757,-85.60291
"8-Senter-Cir,-Fremont,-NH-03044",8 Senter Cir,Fremont,NH,03044,42.986374,-71.160797
"3415-Juneway,-Baltimore,-MD-21213",3415 Juneway,Baltimore,MD,21213,39.317804,-76.568815
"10413-Haverford-Rd,-Jacksonville,-FL-32218",10413 Haverford Rd,Jacksonville,FL,32218,30.424168,-81.667453
"560-Stratfield-Way,-Knoxville,-TN-37919",560 Stratfield Way,Knoxville,TN,37919,35.92254,-84.024955
"9340-Elm-St,-Taylor,-MI-48180",9340 Elm St,Taylor,MI,48180,42.239629,-83.262243
"514-Park-Ave,-Kane,-PA-16735",514 Park Ave,Kane,PA,16735,41.665056,-78.815876
"2604-Station-St,-Indianapolis,-IN-46218",2604 Station St,Indianapolis,IN,46218,39.80451,-86.104536
"41418-W-Somers-Dr,-Maricopa,-AZ-85138",41418 W Somers Dr,Maricopa,AZ,85138,33.0629,-112.012647
"110-Wyckcliffe-Pl,-Saint-Louis,-MO-63141",110 Wyckcliffe Pl,Saint Louis,MO,63141,38.655108,-90.485229
"575-S-Hewitt-St,-San-Jacinto,-CA-92583",575 S Hewitt St,San Jacinto,CA,92583,33.7821,-116.950778
"1922-Valhalla-Dr,-Duluth,-MN-55811",1922 Valhalla Dr,Duluth,MN,55811,46.827599,-92.091626
"5860-N-Kenmore-Ave,-Apt-701,-Chicago,-IL-60660",5860 N Kenmore Ave,Chicago,IL,60660,41.989133,-87.657183
"111-Verdugo-Dr,-Lodi,-CA-95240",111 Verdugo Dr,Lodi,CA,95240,38.142093,-121.258231
"2250-Stanley-Rd,-Unit-1199,-Jbsa-Ft-Sam-Houston,-TX-78234",2250 Stanley Rd,Jbsa Ft Sam Houston,TX,78234,29.449889,-98.458376
"12341-Iveson-Dr,-Haslet,-TX-76052",12341 Iveson Dr,Haslet,TX,76052,32.950503,-97.399059
"24-Scottie-Ln,-New-Castle,-DE-19720",24 Scottie Ln,New Castle,DE,19720,39.661498,-75.62581
"180-N-Delaware-Ave,-Massapequa,-NY-11758",180 N Delaware Ave,Massapequa,NY,11758,40.71026,-73.457235
"3070-John-F-Kennedy-Blvd,-Unit-414,-Jersey-City,-NJ-07306",3070 John F Kennedy Blvd,Jersey City,NJ,07306,40.7382115,-74.0622785
"4597-Lasley-Dr,-Winston-Salem,-NC-27105",4597 Lasley Dr,Winston Salem,NC,27105,36.154365,-80.205458
"1558-Balcones-Fault,-New-Braunfels,-TX-78132",1558 Balcones Fault,New Braunfels,TX,78132,29.774373,-98.286304
"2109-119th-St,-Apt-14,-Blue-Island,-IL-60406",2109 119th St,Blue Island,IL,60406,41.677037,-87.673949
"4875-Sw-152nd-Ave,-Beaverton,-OR-97007",4875 Sw 152nd Ave,Beaverton,OR,97007,45.48454,-122.833579
"1120-Augustus-Dr,-Conway,-SC-29527",1120 Augustus Dr,Conway,SC,29527,33.822323,-79.091173
"1428-Fulton-St,-Nashville,-TN-37206",1428 Fulton St,Nashville,TN,37206,36.167062,-86.744631
"5521-Chimney-Swift-Dr,-Wake-Forest,-NC-27587",5521 Chimney Swift Dr,Wake Forest,NC,27587,35.929138,-78.520614
"222-Greenfield-Ridge-Dr,-Brandon,-MS-39042",222 Greenfield Ridge Dr,Brandon,MS,39042,32.235548,-90.017931
"1509-Route,-38-Ste-2,-Hainesport,-NJ-08036",1509 Route,Hainesport,NJ,08036,39.980361,-74.819762
"7032-Newton-Pl,-Rancho-Cucamonga,-CA-91701",7032 Newton Pl,Rancho Cucamonga,CA,91701,34.126592,-117.59325
"1102-Dove-Dr,-Garland,-TX-75040",1102 Dove Dr,Garland,TX,75040,32.90139,-96.605091
"2912-Zara-St,-Norman,-OK-73069",2912 Zara St,Norman,OK,73069,35.253838,-97.458669
"1772-Kenney-Ln,-Ingleside,-TX-78362",1772 Kenney Ln,Ingleside,TX,78362,27.883397,-97.181157
"5524-Richmond-Ave,-Houston,-TX-77056",5524 Richmond Ave,Houston,TX,77056,29.731834,-95.474693
"934-W-Race-St,-Apt-12,-Kingston,-TN-37763",934 W Race St,Kingston,TN,37763,35.88644,-84.522656
"3703-Tilden-St,-Brentwood,-MD-20722",3703 Tilden St,Brentwood,MD,20722,38.942563,-76.957756
"4313-Broadway,-Apt-3R,-Astoria,-NY-11103",4313 Broadway,Astoria,NY,11103,40.757718,-73.916031
"2708-Salem-Church-Rd,-Apt-423,-Fredericksburg,-VA-22407",2708 Salem Church Rd,Fredericksburg,VA,22407,38.275165,-77.534675
"3803-S-Bascom-Ave,-Ste-101,-Campbell,-CA-95008",3803 S Bascom Ave,Campbell,CA,95008,37.259397,-121.94795
